Price,Close,High,Low,Open,Volume
Ticker,IMCD.AS,IMCD.AS,IMCD.AS,IMCD.AS,IMCD.AS
Date,,,,,
2014-06-27,19.94871711730957,20.171657622102966,19.48500045912305,19.618764421818874,3809195
2014-06-30,20.242998123168945,20.242998123168945,19.895209785820764,19.895209785820764,187108
2014-07-01,20.791433334350586,21.39337205691597,20.26083380912067,20.501609978507297,237632
2014-07-02,20.911821365356445,21.22839649416249,20.74238609464146,20.956408788801937,161354
2014-07-03,20.956409454345703,21.223937405317283,20.52390428940379,20.64429237761137,208654
2014-07-04,21.04558563232422,21.130302418421554,20.956409083278963,21.130302418421554,17186
2014-07-07,20.956409454345703,21.108009080136593,20.956409454345703,21.108009080136593,30737
2014-07-08,20.697797775268555,20.983163079482054,20.260834545084005,20.960867665991024,33535
2014-07-09,20.635374069213867,20.782515629433295,20.064646880025954,20.778055866510844,34749
2014-07-10,20.18949317932129,20.54173961319243,20.064647030972512,20.24745819144088,89265
2014-07-11,20.153825759887695,20.202872952301117,20.064649201036143,20.176119474375234,27458
2014-07-14,20.332170486450195,20.434724600970256,20.24299565784274,20.332170486450195,19606
2014-07-15,20.118152618408203,20.621998684132322,19.975470817638737,20.332175319562403,19579
2014-07-16,20.514986038208008,20.52836362610963,20.198410905922465,20.20287066885674,107600
2014-07-17,20.51052474975586,20.564029990242094,20.421348215011516,20.50606668842406,32977
2014-07-18,20.532821655273438,20.599704491970897,20.376763970847623,20.50606988131541,36592
2014-07-21,20.514986038208008,20.555115400110488,20.332174878630322,20.51052797617493,42391
2014-07-22,20.822643280029297,20.822643280029297,20.443643405123105,20.443643405123105,41481
2014-07-23,20.85831069946289,20.889522230493483,20.564029334816674,20.564029334816674,125938
2014-07-24,20.956409454345703,21.090173429831495,20.907362266457294,20.947491629193156,15471
2014-07-25,21.00991439819336,21.16151402177507,20.840480825467665,20.99653851111007,4552
2014-07-28,20.849395751953125,20.974243594196714,20.782514619477272,20.956407945176043,4528
2014-07-29,20.639835357666016,20.943034624557427,20.546200740188134,20.836022418224623,1476
2014-07-30,20.51052474975586,20.831559594475117,20.51052474975586,20.831559594475117,386554
2014-07-31,20.51052474975586,20.546196044013968,20.461477570601424,20.51052474975586,29723
2014-08-01,20.015596389770508,20.46593712014389,19.904126147723755,20.34554905462529,372998
2014-08-04,19.61876678466797,20.189494001388084,19.61876678466797,20.153824400793713,115349
2014-08-05,19.395824432373047,19.618764943089978,19.172883921656116,19.618764943089978,263634
2014-08-06,19.284353256225586,19.596470296506553,19.181800830300602,19.181800830300602,4147
2014-08-07,19.172882080078125,19.435951925491977,19.172882080078125,19.435951925491977,92047
2014-08-08,19.431495666503906,19.44041179011023,19.18180168299915,19.431495666503906,20515
2014-08-11,19.382450103759766,19.797119623091778,19.26206201418906,19.71240113363392,8901
2014-08-12,19.311105728149414,19.614304928612185,19.284352257202364,19.614304928612185,9946
2014-08-13,19.841703414916992,19.841703414916992,18.446095484986298,19.484998974604288,129921
2014-08-14,20.332170486450195,20.537277014589492,19.819408418354023,20.287583072146468,57423
2014-08-15,20.358930587768555,20.800353617138587,20.358930587768555,20.608624611552766,4848
2014-08-18,20.849395751953125,21.000995366826615,20.510526925065914,20.510526925065914,65361
2014-08-19,20.822643280029297,20.86723070018247,20.66658390769108,20.86723070018247,80086
2014-08-20,21.848169326782227,22.294050333451253,20.559573489652912,20.778054230416142,116368
2014-08-21,21.669818878173828,22.02652508759499,21.54497272541718,21.84817198288441,90321
2014-08-22,21.660900115966797,21.83033367381748,21.402288315719346,21.69656971202445,13772
2014-08-25,20.992080688476562,21.93288827692456,20.880610425774545,21.93288827692456,10491
2014-08-26,21.179349899291992,21.39783236243912,20.760222324135707,21.174891837183416,14278
2014-08-27,20.827098846435547,21.357698267554063,20.57740660205116,21.357698267554063,63558
2014-08-28,20.599702835083008,20.95640730000934,20.514984355293528,20.95194923834197,9237
2014-08-29,20.71563148498535,21.210559682257674,20.363385076002213,20.94303175444073,50451
2014-09-01,20.135990142822266,21.103553001550566,19.707944700674915,20.742388702981707,39669
2014-09-02,20.37676429748535,20.49269262193125,20.06464722272932,20.49269262193125,22075
2014-09-03,20.514986038208008,20.867232470362953,20.055729108247256,20.055729108247256,70820
2014-09-04,21.237314224243164,21.388913844542845,20.559574845309367,20.662127279497213,16329
2014-09-05,20.938573837280273,21.62523106700561,20.778056386082014,21.24177308934338,9558
2014-09-08,20.75130271911621,21.379994878376447,20.63537270342222,21.379994878376447,11667
2014-09-09,20.46148109436035,21.11692678157229,20.314341232458393,21.11692678157229,18689
2014-09-10,20.51052474975586,20.59524152226747,20.332171680267177,20.59524152226747,14692
2014-09-11,20.85385513305664,21.17489000594971,20.57740938189932,20.88952472954416,7499
2014-09-12,21.455795288085938,21.77683018296292,20.778055899401853,21.223936941886024,22551
2014-09-15,21.616310119628906,21.81249714225596,21.437958744759126,21.81249714225596,10416
2014-09-16,21.4825496673584,21.576184282005734,21.402290940260322,21.437962241593365,97919
2014-09-17,21.090171813964844,21.647523086537387,20.82264388349046,21.647523086537387,7790
2014-09-18,20.693340301513672,21.14813919506248,20.519446957107043,21.14813919506248,9783
2014-09-19,20.867233276367188,21.09017380645851,20.341093489279576,21.09017380645851,11566
2014-09-22,21.3131103515625,21.3131103515625,20.778052839204673,21.139217042748918,9513
2014-09-23,21.402292251586914,21.491468809482132,20.778058047221748,21.397834189097768,49815
2014-09-24,21.13030242919922,21.402290138520442,21.125844367150222,21.322031414428896,4440
2014-09-25,20.786972045898438,21.55834598300268,20.57740912946502,20.57740912946502,45478
2014-09-26,20.778053283691406,20.947488534757834,20.590784085855596,20.929652887087478,3839
2014-09-29,20.688879013061523,21.250688322837558,20.64874965515602,21.041123709230924,5992
2014-09-30,20.26974868774414,20.537278292921222,20.202867562125572,20.537278292921222,139127
2014-10-01,20.381221771240234,20.425810895433216,20.176116902656034,20.185034727494628,2152
2014-10-02,20.332170486450195,20.44810048508121,20.23407783480183,20.44810048508121,1964
2014-10-03,19.79265594482422,20.305419739613818,19.788197883529932,20.305419739613818,4754
2014-10-06,19.61876678466797,20.113695037061753,19.195179434364203,20.10923527392416,8318
2014-10-07,19.440412521362305,19.61876561641748,19.19517829133732,19.61876561641748,9386
2014-10-08,19.172882080078125,19.618763058684593,19.172882080078125,19.618763058684593,12918
2014-10-09,18.9499454498291,19.444873709015905,18.9499454498291,19.444873709015905,43861
2014-10-10,18.78050994873047,18.998992418595254,18.191947080031028,18.998992418595254,36403
2014-10-13,18.860769271850586,19.22193355759693,18.379218591756786,18.383676654143187,9628
2014-10-14,18.55310821533203,19.105999688916228,18.236533121513578,18.72700152881256,8827
2014-10-15,18.727001190185547,19.07478781085783,18.348003036935033,18.414884163502265,40190
2014-10-16,18.727001190185547,19.128294753192765,18.245448914576887,18.548648117537684,50135
2014-10-17,19.1282958984375,19.1282958984375,18.423803090290264,18.423803090290264,6286
2014-10-20,19.235307693481445,19.449330387460932,18.7448392323911,19.052496536067643,4111
2014-10-21,19.61876678466797,19.61876678466797,19.0034504410783,19.02574415406244,5871
2014-10-22,19.101545333862305,19.618767313173553,19.101545333862305,19.618767313173553,8297
2014-10-23,19.092626571655273,19.61876635077077,18.753757719447595,19.440413249039633,18675
2014-10-24,19.092626571655273,19.440413249039633,19.021285671143065,19.440413249039633,1012
2014-10-27,18.727001190185547,19.600927504177978,18.62444876872836,19.600927504177978,6924
2014-10-28,19.395824432373047,19.600929294016357,18.954401472757034,19.163966097119303,60702
2014-10-29,19.61876678466797,19.61876678466797,19.172885721380062,19.48500280586185,16569
2014-10-30,19.61876678466797,19.61876678466797,19.17734378361638,19.61876678466797,39357
2014-10-31,19.61876678466797,19.99776500810218,19.565261533325778,19.61876678466797,62166
2014-11-03,20.020061492919922,20.149365715505315,19.641061548310606,20.149365715505315,11385
2014-11-04,19.917505264282227,20.23854015775607,19.850624128742634,20.23854015775607,8030
2014-11-05,19.971010208129883,20.287585306900436,19.618763813266355,20.287585306900436,13329
2014-11-06,20.01114273071289,20.055730156979962,19.444873572434396,19.444873572434396,1668
2014-11-07,20.318796157836914,20.327713981560525,19.872915177062083,20.287584625254752,71134
2014-11-10,20.242998123168945,20.3321729626367,19.806033245451975,19.83278671783292,78095
2014-11-11,20.287586212158203,20.350009282205285,20.011140458706375,20.207327493268785,24992
2014-11-12,19.756988525390625,20.269750675692354,19.756988525390625,19.80157594684257,18018
2014-11-13,20.822643280029297,21.264064522609303,19.79711730839681,20.332173153839115,113148
2014-11-14,21.67873764038086,21.830337275666096,20.51052968665423,20.555117114308164,47582
2014-11-17,21.402292251586914,21.803585911664715,20.724552792845163,20.724552792845163,71798
2014-11-18,21.536054611206055,21.536054611206055,21.223937532599916,21.223937532599916,160078
2014-11-19,21.51821517944336,21.5360508267212,20.956405897398867,20.956405897398867,27943
2014-11-20,21.53159523010254,21.571724590620875,20.95640829630678,20.95640829630678,58358
2014-11-21,21.536054611206055,21.647524874929584,21.06787984374747,21.402290634918064,15618
2014-11-24,21.62523078918457,21.99085311181621,21.40229026558473,21.75899476316423,45677
2014-11-25,21.3131103515625,21.84816786392033,21.228393578292046,21.84816786392033,388888
2014-11-26,20.746843338012695,21.59847601906745,20.64429090741356,21.40228898238664,44729
2014-11-27,20.782514572143555,21.121383398258967,20.733467387898973,20.746843274183455,22783
2014-11-28,20.80926513671875,21.134759758555568,20.060186632953418,20.77805360326607,81110
2014-12-01,21.15259552001953,21.30865490157035,20.742385787511182,20.742385787511182,22042
2014-12-02,21.544971466064453,21.75007633386189,20.68442093280437,21.31311312385385,37474
2014-12-03,21.57172393798828,21.758993147474097,21.286360361114035,21.286360361114035,14259
2014-12-04,22.302967071533203,22.980706372772193,21.44687469595202,21.758991725600378,40805
2014-12-05,22.38768768310547,22.58833450090163,21.84371394484853,22.02652511197364,11965
2014-12-08,22.294050216674805,22.343097399295658,21.629686771821433,22.294050216674805,31159
2014-12-09,21.754535675048828,22.26729783460361,21.638605655740005,21.70102872725962,11293
2014-12-10,21.937345504760742,22.325261497882135,21.460252971603126,21.460252971603126,11583
2014-12-11,21.995309829711914,22.285131449727412,21.669815213525297,22.1424496704488,16856
2014-12-12,22.200416564941406,22.29405117164605,21.790205138914537,21.999769764216367,12444
2014-12-15,21.981935501098633,22.285134752222852,21.86154741307273,22.285134752222852,6795
2014-12-16,21.59401512145996,22.022060436679066,21.59401512145996,21.71440318528425,23295
2014-12-17,21.49592399597168,21.848170417034012,21.40228938811495,21.40228938811495,10117
2014-12-18,22.561580657958984,22.97625017435988,21.487007385573097,21.51376086114456,56355
2014-12-19,23.368627548217773,23.538062836417804,22.739935287711223,22.739935287711223,30784
2014-12-22,23.453344345092773,24.514541801584294,22.784522718891633,22.918288404852944,20663
2014-12-23,23.364164352416992,24.03298583157892,23.16351756848822,23.511304193364108,26274
2014-12-24,24.086490631103516,24.331724828776853,23.63169182952159,24.068654983770667,8650
2014-12-29,24.510082244873047,24.52345813229317,23.36416806458163,23.36416806458163,40867
2014-12-30,25.120935440063477,25.120935440063477,24.22471538445256,24.523454836022523,9164
2014-12-31,25.147689819335938,26.262392352091943,24.719642754072808,25.415217746836948,26834
2015-01-02,24.71072769165039,26.743945950976986,24.68843397868369,26.743945950976986,13334
2015-01-05,23.71195411682129,24.94704481597786,23.06096819912758,24.782069305526978,30432
2015-01-06,23.720870971679688,24.07757545302577,23.56481159172125,24.07757545302577,11907
2015-01-07,23.56481170654297,23.89922247835333,23.00746042019237,23.89922247835333,9938
2015-01-08,23.364164352416992,24.07757324982932,23.324034995631237,24.07757324982932,4594
2015-01-09,23.306201934814453,23.77883644487273,23.118931015394693,23.408754368893845,5394
2015-01-12,22.88261604309082,23.270532092089276,22.829110791722375,23.185815302347468,10527
2015-01-13,22.294050216674805,23.09663568429489,22.173662141396633,23.09663568429489,11877
2015-01-14,22.369850158691406,22.7354741632175,22.071110689030004,22.7354741632175,86908
2015-01-15,22.490236282348633,22.6908830658794,22.088944416188074,22.09340247764388,6803
2015-01-16,23.319578170776367,23.551436516867252,22.294052113725243,22.294052113725243,14224
2015-01-19,23.604938507080078,23.631691978247723,23.355246246452566,23.408751487886896,6279
2015-01-20,24.603713989257812,24.942582804623964,23.20810596750948,23.63169326239296,30630
2015-01-21,24.71964454650879,24.835574570826175,24.180128889750545,24.5323753238593,26893
2015-01-22,24.46549415588379,24.60817596408512,24.16675465149391,24.16675465149391,7151
2015-01-23,24.6572208404541,24.728561737859312,24.07757583642412,24.08203389836769,17165
2015-01-26,24.434282302856445,24.74639939212659,24.050824310401808,24.74639939212659,57754
2015-01-27,24.425363540649414,24.82665716873616,24.01961185042892,24.82665716873616,29513
2015-01-28,24.55466651916504,24.746395485121848,24.117703343535876,24.12216140513674,10432
